Player,Pos.,Team,Total Value,Avg/Year,"Total 
Guaranteed","Avg. 
Guarantee/Year",% Guaranteed
Patrick Mahomes,QB,Chiefs,"$450,000,000","$45,000,000","$63,081,905","$6,308,191",14.0%
Deshaun Watson,QB,Texans,"$156,000,000","$39,000,000","$74,894,247","$18,723,562",48.0%
Russell Wilson,QB,Seahawks,"$140,000,000","$35,000,000","$70,000,000","$17,500,000",50.0%
Ben Roethlisberger,QB,Steelers,"$68,000,000","$34,000,000","$37,500,000","$18,750,000",55.1%
Jared Goff,QB,Rams,"$134,000,000","$33,500,000","$57,042,682","$14,260,671",42.6%
Aaron Rodgers,QB,Packers,"$134,000,000","$33,500,000","$78,700,000","$19,675,000",58.7%
Kirk Cousins,QB,Vikings,"$66,000,000","$33,000,000","$61,000,000","$30,500,000",92.4%
Carson Wentz,QB,Eagles,"$128,000,000","$32,000,000","$66,470,683","$16,617,671",51.9%
Dak Prescott,QB,Cowboys,"$31,409,000","$31,409,000","$31,409,000","$31,409,000",100.0%
Matt Ryan,QB,Falcons,"$150,000,000","$30,000,000","$94,500,000","$18,900,000",63.0%
Ryan Tannehill,QB,Titans,"$118,000,000","$29,500,000","$62,000,000","$15,500,000",52.5%
Jacoby Brissett,QB,Colts,"$27,975,000","$27,975,000","$20,000,000","$20,000,000",71.5%
Jimmy Garoppolo,QB,49ers,"$137,500,000","$27,500,000","$48,700,000","$9,740,000",35.4%
DeAndre Hopkins,WR,Cardinals,"$54,500,000","$27,250,000","$42,750,000","$21,375,000",78.4%
Matthew Stafford,QB,Lions,"$135,000,000","$27,000,000","$60,500,000","$12,100,000",44.8%
Joey Bosa,EDGE,Chargers,"$135,000,000","$27,000,000","$78,000,000","$15,600,000",57.8%
Derek Carr,QB,Raiders,"$125,025,000","$25,005,000","$40,000,000","$8,000,000",32.0%
Philip Rivers,QB,Colts,"$25,000,000","$25,000,000","$25,000,000","$25,000,000",100.0%
Drew Brees,QB,Saints,"$50,000,000","$25,000,000","$25,000,000","$12,500,000",50.0%
Tom Brady,QB,Buccaneers,"$50,000,000","$25,000,000","$50,000,000","$25,000,000",100.0%
Myles Garrett,EDGE,Browns,"$125,000,000","$25,000,000","$50,000,000","$10,000,000",40.0%
Alex Smith,QB,Washington,"$94,000,000","$23,500,000","$55,000,000","$13,750,000",58.5%
Khalil Mack,EDGE,Bears,"$141,000,000","$23,500,000","$60,000,000","$10,000,000",42.6%
Aaron Donald,IDL,Rams,"$135,000,000","$22,500,000","$50,000,000","$8,333,333",37.0%
Laremy Tunsil,LT,Texans,"$66,000,000","$22,000,000","$40,000,000","$13,333,333",60.6%
Julio Jones,WR,Falcons,"$66,000,000","$22,000,000","$64,000,000","$21,333,333",97.0%
Teddy Bridgewater,QB,Panthers,"$63,000,000","$21,000,000","$33,000,000","$11,000,000",52.4%
DeForest Buckner,IDL,Colts,"$84,000,000","$21,000,000","$39,378,000","$9,844,500",46.9%
Demarcus Lawrence,EDGE,Cowboys,"$105,000,000","$21,000,000","$48,000,000","$9,600,000",45.7%
Frank Clark,EDGE,Chiefs,"$104,000,000","$20,800,000","$43,805,000","$8,761,000",42.1%
Keenan Allen,WR,Chargers,"$80,100,000","$20,025,000","$32,000,000","$8,000,000",40.0%
Chris Jones,IDL,Chiefs,"$80,000,000","$20,000,000","$37,626,000","$9,406,500",47.0%
Amari Cooper,WR,Cowboys,"$100,000,000","$20,000,000","$40,000,000","$8,000,000",40.0%
Jalen Ramsey,CB,Rams,"$100,000,000","$20,000,000","$71,200,000","$14,240,000",71.2%
Ronnie Stanley,LT,Ravens,"$98,750,000","$19,750,000","$64,116,000","$12,823,200",64.9%
Marlon Humphrey,CB,Ravens,"$97,500,000","$19,500,000","$40,324,566","$8,064,913",41.4%
Michael Thomas,WR,Saints,"$96,250,000","$19,250,000","$35,648,043","$7,129,609",37.0%
Von Miller,EDGE,Broncos,"$114,500,000","$19,083,333","$42,000,000","$7,000,000",36.7%
A.J. Green,WR,Bengals,"$18,171,000","$18,171,000","$17,971,000","$17,971,000",98.9%
Tyreek Hill,WR,Chiefs,"$54,000,000","$18,000,000","$18,340,000","$6,113,333",34.0%
Bobby Wagner,LB,Seahawks,"$54,000,000","$18,000,000","$24,500,000","$8,166,667",45.4%
Lane Johnson,RT,Eagles,"$72,000,000","$18,000,000","$25,000,000","$6,250,000",34.7%
Odell Beckham Jr.,WR,Browns,"$90,000,000","$18,000,000","$40,959,000","$8,191,800",45.5%
Trey Flowers,EDGE,Lions,"$90,000,000","$18,000,000","$50,000,000","$10,000,000",55.6%
Kenny Clark,DT,Packers,"$70,000,000","$17,500,000","$25,000,000","$6,250,000",35.7%
Cameron Jordan,EDGE,Saints,"$52,500,000","$17,500,000","$27,935,000","$9,311,667",53.2%
Tre'Davious White,CB,Bills,"$69,000,000","$17,250,000","$36,700,000","$9,175,000",53.2%
Fletcher Cox,IDL,Eagles,"$102,600,000","$17,100,000","$36,299,000","$6,049,833",35.4%
Dee Ford,EDGE,49ers,"$85,000,000","$17,000,000","$19,750,000","$3,950,000",23.2%
Arik Armstead,EDGE,49ers,"$85,000,000","$17,000,000","$34,150,000","$6,830,000",40.2%
Grady Jarrett,IDL,Falcons,"$68,000,000","$17,000,000","$38,000,000","$9,500,000",55.9%
C.J. Mosley,LB,Jets,"$85,000,000","$17,000,000","$43,000,000","$8,600,000",50.6%
Matthew Judon,EDGE,Ravens,"$16,808,000","$16,808,000","$16,808,000","$16,808,000",100.0%
Darius Slay,CB,Eagles,"$50,050,000","$16,683,333","$26,050,000","$8,683,333",52.0%
J.J. Watt,IDL,Texans,"$100,000,000","$16,666,667","$20,876,385","$3,479,398",20.9%
Anthony Castonzo,LT,Colts,"$33,000,000","$16,500,000","$17,000,000","$8,500,000",51.5%
Za'Darius Smith,EDGE,Packers,"$66,000,000","$16,500,000","$20,000,000","$5,000,000",30.3%
Chandler Jones,EDGE,Cardinals,"$82,500,000","$16,500,000","$31,000,000","$6,200,000",37.6%
Trent Brown,RT,Raiders,"$66,000,000","$16,500,000","$36,250,000","$9,062,500",54.9%
Mike Evans,WR,Buccaneers,"$82,500,000","$16,500,000","$38,258,000","$7,651,600",46.4%
Byron Jones,CB,Dolphins,"$82,500,000","$16,500,000","$46,000,000","$9,200,000",55.8%
Cameron Heyward,DE,Steelers,"$65,600,000","$16,400,000","$20,250,000","$5,062,500",30.9%
Geno Atkins,IDL,Bengals,"$65,200,000","$16,300,000","$17,000,000","$4,250,000",26.1%
Robert Woods,WR,Rams,"$65,000,000","$16,250,000","$18,205,882","$4,551,471",28.0%
Adam Thielen,WR,Vikings,"$64,800,000","$16,200,000","$14,105,000","$3,526,250",21.8%
Brandin Cooks,WR,Texans,"$81,000,000","$16,200,000","$20,459,000","$4,091,800",25.3%
Leonard Williams,IDL,Giants,"$16,126,000","$16,126,000",$0,$0,0.0%
Kawann Short,IDL,Panthers,"$80,500,000","$16,100,000","$35,000,000","$7,000,000",43.5%
Christian McCaffrey,RB,Panthers,"$64,063,412","$16,015,853","$30,062,500","$7,515,625",46.9%
Melvin Ingram,EDGE,Chargers,"$64,000,000","$16,000,000","$34,000,000","$8,500,000",53.1%
Taylor Lewan,LT,Titans,"$80,000,000","$16,000,000","$34,000,000","$6,800,000",42.5%
Shaquil Barrett,EDGE,Buccaneers,"$15,828,000","$15,828,000","$15,828,000","$15,828,000",100.0%
Bud Dupree,EDGE,Steelers,"$15,828,000","$15,828,000","$15,828,000","$15,828,000",100.0%
Cooper Kupp,WR,Rams,"$47,250,000","$15,750,000","$20,633,000","$6,877,667",43.7%
Nate Solder,LT,Giants,"$62,000,000","$15,500,000","$34,800,000","$8,700,000",56.1%
Jurrell Casey,IDL,Broncos,"$60,400,000","$15,100,000","$22,000,000","$5,500,000",36.4%
Jarvis Landry,WR,Browns,"$75,500,000","$15,100,000","$34,000,000","$6,800,000",45.0%
Xavien Howard,CB,Dolphins,"$75,250,000","$15,050,000","$27,185,641","$5,437,128",36.1%
Brandon Scherff,RG,Washington,"$15,030,000","$15,030,000","$15,030,000","$15,030,000",100.0%
Alvin Kamara,RB,Saints,"$75,000,000","$15,000,000","$17,833,000","$3,566,600",23.8%
Dante Fowler Jr.,EDGE,Falcons,"$45,000,000","$15,000,000","$22,000,000","$7,333,333",48.9%
George Kittle,TE,49ers,"$75,000,000","$15,000,000","$23,633,000","$4,726,600",31.5%
Ezekiel Elliott,RB,Cowboys,"$90,000,000","$15,000,000","$28,052,137","$4,675,356",31.2%
Taylor Decker,LT,Lions,"$59,650,000","$14,912,500","$29,000,000","$7,250,000",48.6%
Joe Thuney,LG,Patriots,"$14,781,000","$14,781,000","$14,781,000","$14,781,000",100.0%
Budda Baker,S,Cardinals,"$59,000,000","$14,750,000","$22,100,000","$5,525,000",37.5%
D.J. Humphries,LT,Cardinals,"$44,250,000","$14,750,000","$29,000,000","$9,666,667",65.5%
Eddie Jackson,S,Bears,"$58,400,000","$14,600,000","$22,000,000","$5,500,000",37.7%
Dion Dawkins,LT,Bills,"$58,300,000","$14,575,000","$29,500,441","$7,375,110",50.6%
Davante Adams,WR,Packers,"$58,000,000","$14,500,000","$18,000,000","$4,500,000",31.0%
Zach Cunningham,LB,Texans,"$58,000,000","$14,500,000","$23,574,783","$5,893,696",40.6%
Jake Matthews,LT,Falcons,"$72,500,000","$14,500,000","$25,946,000","$5,189,200",35.8%
James Bradberry,CB,Giants,"$43,500,000","$14,500,000","$29,800,000","$9,933,333",68.5%
Stefon Diggs,WR,Bills,"$72,000,000","$14,400,000","$16,907,000","$3,381,400",23.5%
Danielle Hunter,EDGE,Vikings,"$72,000,000","$14,400,000","$16,907,000","$3,381,400",23.5%
Travis Kelce,TE,Chiefs,"$57,250,000","$14,312,500","$20,750,000","$5,187,500",36.2%
Deion Jones,LB,Falcons,"$57,000,000","$14,250,000","$18,800,000","$4,700,000",33.0%
Myles Jack,LB,Jaguars,"$57,000,000","$14,250,000","$26,063,787","$6,515,947",45.7%
Kevin Byard,S,Titans,"$70,500,000","$14,100,000","$19,625,000","$3,925,000",27.8%
Brandon Brooks,RG,Eagles,"$56,200,000","$14,050,000","$13,311,177","$3,327,794",23.7%
Patrick Peterson,CB,Cardinals,"$70,050,000","$14,010,000","$16,250,000","$3,250,000",23.2%
Trae Waynes,CB,Bengals,"$42,000,000","$14,000,000","$15,000,000","$5,000,000",35.7%
Allen Robinson,WR,Bears,"$42,000,000","$14,000,000","$18,000,000","$6,000,000",42.9%
Kyle Fuller,CB,Bears,"$56,000,000","$14,000,000","$18,000,000","$4,500,000",32.1%
Marcus Peters,CB,Ravens,"$42,000,000","$14,000,000","$21,000,000","$7,000,000",50.0%
Tyrann Mathieu,S,Chiefs,"$42,000,000","$14,000,000","$26,800,000","$8,933,333",63.8%
Jack Conklin,RT,Browns,"$42,000,000","$14,000,000","$30,000,000","$10,000,000",71.4%
Robert Quinn,EDGE,Bears,"$70,000,000","$14,000,000","$30,000,000","$6,000,000",42.9%
Landon Collins,S,Washington,"$84,000,000","$14,000,000","$31,000,000","$5,166,667",36.9%
Zack Martin,RG,Cowboys,"$84,000,000","$14,000,000","$32,000,000","$5,333,333",38.1%
Donovan Smith,LT,Buccaneers,"$41,250,000","$13,750,000","$27,000,000","$9,000,000",65.5%
Shaq Thompson,LB,Panthers,"$54,160,000","$13,540,000","$16,000,000","$4,000,000",29.5%
Kwon Alexander,LB,Saints,"$54,000,000","$13,500,000","$14,250,000","$3,562,500",26.4%
Anthony Barr,LB,Vikings,"$67,500,000","$13,500,000","$15,900,000","$3,180,000",23.6%
Carlos Dunlap,EDGE,Seahawks,"$40,500,000","$13,500,000","$18,000,000","$6,000,000",44.4%
Whitney Mercilus,EDGE,Texans,"$54,000,000","$13,500,000","$18,000,000","$4,500,000",33.3%
A.J. Bouye,CB,Broncos,"$67,500,000","$13,500,000","$26,000,000","$5,200,000",38.5%
Brandon Graham,EDGE,Eagles,"$40,000,000","$13,333,333","$27,000,000","$9,000,000",67.5%
Andrew Norwell,LG,Jaguars,"$66,500,000","$13,300,000","$30,000,000","$6,000,000",45.1%
D.J. Reader,IDL,Bengals,"$53,000,000","$13,250,000","$20,250,000","$5,062,500",38.2%
Russell Okung,LT,Panthers,"$53,000,000","$13,250,000","$25,000,000","$6,250,000",47.2%
Trent Williams,LT,49ers,"$66,000,000","$13,200,000","$30,000,000","$6,000,000",45.5%
T.Y. Hilton,WR,Colts,"$65,000,000","$13,000,000","$11,000,000","$2,200,000",16.9%
Jadeveon Clowney,EDGE,Titans,"$13,000,000","$13,000,000","$11,500,000","$11,500,000",88.5%
Alshon Jeffery,WR,Eagles,"$52,000,000","$13,000,000","$14,250,000","$3,562,500",27.4%
Preston Smith,EDGE,Packers,"$52,000,000","$13,000,000","$16,000,000","$4,000,000",30.8%
Terron Armstead,LT,Saints,"$65,000,000","$13,000,000","$20,880,000","$4,176,000",32.1%
David Johnson,RB,Texans,"$39,000,000","$13,000,000","$24,682,500","$8,227,500",63.3%
Javon Hargrave,IDL,Eagles,"$39,000,000","$13,000,000","$26,000,000","$8,666,667",66.7%
Stephon Gilmore,CB,Patriots,"$65,000,000","$13,000,000","$31,000,000","$6,200,000",47.7%
Kyle Van Noy,EDGE,Dolphins,"$51,000,000","$12,750,000","$15,000,000","$3,750,000",29.4%
Jaylon Smith,LB,Cowboys,"$63,750,000","$12,750,000","$19,006,678","$3,801,336",29.8%
Ja'Wuan James,RT,Broncos,"$51,000,000","$12,750,000","$27,000,000","$6,750,000",52.9%
Dalvin Cook,RB,Vikings,"$63,000,000","$12,600,000","$16,331,361","$3,266,272",25.9%
Jason Pierre-Paul,EDGE,Buccaneers,"$25,000,000","$12,500,000","$17,500,000","$8,750,000",70.0%
Derrick Henry,RB,Titans,"$50,000,000","$12,500,000","$25,500,000","$6,375,000",51.0%
Ryan Kelly,C,Colts,"$49,650,000","$12,412,500","$25,350,000","$6,337,500",51.1%
Sheldon Richardson,IDL,Browns,"$37,000,000","$12,333,333","$15,000,000","$5,000,000",40.5%
Malcolm Butler,CB,Titans,"$61,250,000","$12,250,000","$24,000,000","$4,800,000",39.2%
Tyron Smith,LT,Cowboys,"$97,600,000","$12,200,000","$22,118,013","$2,764,752",22.7%
Joe Mixon,RB,Bengals,"$48,000,000","$12,000,000","$10,000,000","$2,500,000",20.8%
Yannick Ngakoue,EDGE,Ravens,"$12,000,000","$12,000,000","$12,000,000","$12,000,000",100.0%
Stephon Tuitt,IDL,Steelers,"$60,000,000","$12,000,000","$14,000,000","$2,800,000",23.3%
David Bakhtiari,LT,Packers,"$48,000,000","$12,000,000","$16,000,000","$4,000,000",33.3%
Eric Fisher,LT,Chiefs,"$48,000,000","$12,000,000","$22,000,000","$5,500,000",45.8%
Akiem Hicks,IDL,Bears,"$48,000,000","$12,000,000","$22,000,000","$5,500,000",45.8%
Kevin Zeitler,RG,Giants,"$60,000,000","$12,000,000","$23,000,000","$4,600,000",38.3%
Cory Littleton,LB,Raiders,"$35,250,000","$11,750,000","$22,000,000","$7,333,333",62.4%
Larry Fitzgerald,WR,Cardinals,"$11,500,000","$11,500,000","$11,000,000","$11,000,000",95.7%
Devin McCourty,S,Patriots,"$23,000,000","$11,500,000","$13,000,000","$6,500,000",56.5%
Jarran Reed,IDL,Seahawks,"$23,000,000","$11,500,000","$14,100,000","$7,050,000",61.3%
Duane Brown,LT,Seahawks,"$34,500,000","$11,500,000","$14,250,000","$4,750,000",41.3%
Justin Houston,EDGE,Colts,"$23,000,000","$11,500,000","$15,000,000","$7,500,000",65.2%
Andrus Peat,LG,Saints,"$57,500,000","$11,500,000","$23,000,000","$4,600,000",40.0%
Ryan Kerrigan,EDGE,Washington,"$57,500,000","$11,500,000","$23,788,000","$4,757,600",41.4%
Justin Simmons,S,Broncos,"$11,441,000","$11,441,000","$11,441,000","$11,441,000",100.0%
Anthony Harris,S,Vikings,"$11,441,000","$11,441,000","$11,441,000","$11,441,000",100.0%
Casey Hayward,CB,Chargers,"$34,250,000","$11,416,667","$20,000,000","$6,666,667",58.4%
Rodney Hudson,C,Raiders,"$33,750,000","$11,250,000","$8,250,000","$2,750,000",24.4%
Trai Turner,RG,Chargers,"$45,000,000","$11,250,000","$15,797,000","$3,949,250",35.1%
Mitch Morse,C,Bills,"$44,450,000","$11,112,500","$20,400,000","$5,100,000",45.9%
Tyrell Williams,WR,Raiders,"$44,400,000","$11,100,000","$10,000,000","$2,500,000",22.5%
Olivier Vernon,EDGE,Browns,"$11,000,000","$11,000,000","$10,750,000","$10,750,000",97.7%
Maurkice Pouncey,C,Steelers,"$22,000,000","$11,000,000","$12,000,000","$6,000,000",54.5%
Gabe Jackson,RG,Raiders,"$55,000,000","$11,000,000","$16,500,000","$3,300,000",30.0%
Joe Haden,CB,Steelers,"$22,000,000","$11,000,000","$16,800,000","$8,400,000",76.4%
Nick Martin,C,Texans,"$33,000,000","$11,000,000","$18,351,132","$6,117,044",55.6%
Rodger Saffold,LG,Titans,"$44,000,000","$11,000,000","$19,000,000","$4,750,000",43.2%
Graham Glasgow,RG,Broncos,"$44,000,000","$11,000,000","$22,900,000","$5,725,000",52.0%
Kareem Jackson,S,Broncos,"$33,000,000","$11,000,000","$23,000,000","$7,666,667",69.7%
J.C. Tretter,C,Browns,"$32,550,000","$10,850,000","$14,500,000","$4,833,333",44.5%
Ali Marpet,LG,Buccaneers,"$54,125,000","$10,825,000","$10,117,351","$2,023,470",18.7%
Tyler Boyd,WR,Bengals,"$43,000,000","$10,750,000","$9,000,000","$2,250,000",20.9%
Jerry Hughes,EDGE,Bills,"$21,500,000","$10,750,000","$19,750,000","$9,875,000",91.9%
Joe Schobert,LB,Jaguars,"$53,750,000","$10,750,000","$21,500,000","$4,300,000",40.0%
Hunter Henry,TE,Chargers,"$10,607,000","$10,607,000","$10,607,000","$10,607,000",100.0%
Tyler Lockett,WR,Seahawks,"$31,800,000","$10,600,000","$11,000,000","$3,666,667",34.6%
Eddie Goldman,IDL,Bears,"$42,040,000","$10,510,000","$17,250,000","$4,312,500",41.0%
Lamarcus Joyner,S,Raiders,"$42,000,000","$10,500,000","$16,700,000","$4,175,000",39.8%
Taysom Hill,QB,Saints,"$21,000,000","$10,500,000","$17,439,000","$8,719,500",83.0%
Austin Hooper,TE,Browns,"$42,000,000","$10,500,000","$18,500,000","$4,625,000",44.0%
Bradley Roby,CB,Texans,"$31,500,000","$10,500,000","$19,000,000","$6,333,333",60.3%
Ryan Jensen,C,Buccaneers,"$42,000,000","$10,500,000","$22,000,000","$5,500,000",52.4%
Brandon Linder,C,Jaguars,"$51,703,000","$10,340,600","$19,500,000","$3,900,000",37.7%
Cody Whitehair,C,Bears,"$51,250,000","$10,250,000","$12,026,078","$2,405,216",23.5%
Harrison Smith,S,Vikings,"$51,250,000","$10,250,000","$15,278,000","$3,055,600",29.8%
Sterling Shepard,WR,Giants,"$41,000,000","$10,250,000","$16,210,624","$4,052,656",39.5%
Blake Martinez,LB,Giants,"$30,750,000","$10,250,000","$19,000,000","$6,333,333",61.8%
DeVante Parker,WR,Dolphins,"$30,500,000","$10,166,667","$14,000,000","$4,666,667",45.9%
Mario Addison,EDGE,Bills,"$30,450,000","$10,150,000","$13,250,000","$4,416,667",43.5%
Lavonte David,LB,Buccaneers,"$50,250,000","$10,050,000","$10,738,418","$2,147,684",21.4%
Andrew Whitworth,LT,Rams,"$30,000,077","$10,000,026","$12,500,000","$4,166,667",41.7%
Calais Campbell,IDL,Ravens,"$10,000,000","$10,000,000","$5,000,000","$5,000,000",50.0%
Robby Anderson,WR,Panthers,"$20,000,000","$10,000,000","$10,000,000","$5,000,000",50.0%
Eric Kendricks,LB,Vikings,"$50,000,000","$10,000,000","$11,638,080","$2,327,616",23.3%
Desmond Trufant,CB,Lions,"$20,000,000","$10,000,000","$13,000,000","$6,500,000",65.0%
Kendall Fuller,CB,Washington,"$40,000,000","$10,000,000","$13,500,000","$3,375,000",33.8%
Jordan Phillips,IDL,Cardinals,"$30,000,000","$10,000,000","$14,500,000","$4,833,333",48.3%
David DeCastro,RG,Steelers,"$50,000,000","$10,000,000","$16,000,000","$3,200,000",32.0%
Benardrick McKinney,LB,Texans,"$50,000,000","$10,000,000","$16,163,880","$3,232,776",32.3%
Malik Jackson,IDL,Eagles,"$30,000,000","$10,000,000","$17,000,000","$5,666,667",56.7%
Joel Bitonio,LG,Browns,"$50,000,000","$10,000,000","$17,164,777","$3,432,955",34.3%
Jamie Collins,LB,Lions,"$30,000,000","$10,000,000","$18,000,000","$6,000,000",60.0%
Bryan Bulaga,RT,Chargers,"$30,000,000","$10,000,000","$19,250,000","$6,416,667",64.2%
Ereck Flowers,LG,Dolphins,"$30,000,000","$10,000,000","$19,950,000","$6,650,000",66.5%
La'el Collins,RT,Cowboys,"$50,000,000","$10,000,000","$19,966,750","$3,993,350",39.9%
Shaq Lawson,EDGE,Dolphins,"$30,000,000","$10,000,000","$20,800,000","$6,933,333",69.3%
Jordan Poyer,S,Bills,"$19,500,000","$9,750,000","$8,525,000","$4,262,500",43.7%
Vic Beasley,LB,Titans,"$9,500,000","$9,500,000","$9,500,000","$9,500,000",100.0%
Jimmie Ward,S,49ers,"$28,500,000","$9,500,000","$13,000,000","$4,333,333",45.6%
Weston Richburg,C,49ers,"$47,500,000","$9,500,000","$16,500,000","$3,300,000",34.7%
Jamison Crowder,WR,Jets,"$28,500,000","$9,500,000","$17,000,000","$5,666,667",59.6%
Golden Tate,WR,Giants,"$37,500,000","$9,375,000","$22,950,000","$5,737,500",61.2%
Charles Leno Jr.,LT,Bears,"$37,000,000","$9,250,000","$13,697,000","$3,424,250",37.0%
George Fant,LT,Jets,"$27,300,000","$9,200,000","$8,850,000","$2,950,000",32.4%
Richard Sherman,CB,49ers,"$27,150,000","$9,050,000","$3,000,000","$1,000,000",11.0%
Joe Burrow,QB,Bengals,"$36,190,136","$9,047,534","$36,190,136","$9,047,534",100.0%
Kyle Rudolph,TE,Vikings,"$36,100,000","$9,025,000","$9,000,000","$2,250,000",24.9%
Matt Paradis,C,Panthers,"$27,030,000","$9,010,000","$10,000,000","$3,333,333",37.0%
Justin Pugh,LG,Cardinals,"$45,025,000","$9,005,000","$13,000,000","$2,600,000",28.9%
Sammy Watkins,WR,Chiefs,"$9,000,000","$9,000,000","$9,000,000","$9,000,000",100.0%
Michael Pierce,IDL,Vikings,"$27,000,000","$9,000,000","$9,000,000","$3,000,000",33.3%
John Brown,WR,Bills,"$27,000,000","$9,000,000","$10,100,000","$3,366,667",37.4%
Adrian Amos,S,Packers,"$36,000,000","$9,000,000","$12,000,000","$3,000,000",33.3%
Adam Humphries,WR,Titans,"$36,000,000","$9,000,000","$12,000,000","$3,000,000",33.3%
DeSean Jackson,WR,Eagles,"$27,000,000","$9,000,000","$13,000,000","$4,333,333",48.1%
Rob Gronkowski,TE,Buccaneers,"$54,000,000","$9,000,000","$13,170,000","$2,195,000",24.4%
Demario Davis,LB,Saints,"$27,000,000","$9,000,000","$14,750,000","$4,916,667",54.6%
Justin Coleman,CB,Lions,"$36,000,000","$9,000,000","$16,000,000","$4,000,000",44.4%
Tyrone Crawford,IDL,Cowboys,"$45,000,000","$9,000,000","$17,425,000","$3,485,000",38.7%
Randall Cobb,WR,Texans,"$27,000,000","$9,000,000","$18,000,000","$6,000,000",66.7%
David Onyemata,IDL,Saints,"$27,000,000","$9,000,000","$18,000,000","$6,000,000",66.7%
Connor McGovern,C,Jets,"$27,000,000","$9,000,000","$18,000,000","$6,000,000",66.7%
Halapoulivaati Vaitai,RT,Lions,"$45,000,000","$9,000,000","$20,000,000","$4,000,000",44.4%
Alex Mack,C,Falcons,"$45,000,000","$9,000,000","$20,000,000","$4,000,000",44.4%
Anthony Hitchens,LB,Chiefs,"$45,000,000","$9,000,000","$21,290,000","$4,258,000",47.3%
Shaquille Mason,RG,Patriots,"$45,000,000","$9,000,000","$23,500,000","$4,700,000",52.2%
Riley Reiff,LT,Vikings,"$17,750,000","$8,875,000","$5,900,000","$5,900,000",33.2%
Dont'a Hightower,LB,Patriots,"$35,500,000","$8,875,000","$17,000,000","$4,250,000",47.9%
Marcus Mariota,QB,Raiders,"$17,600,000","$8,800,000","$7,500,000","$3,750,000",42.6%
Kyler Murray,QB,Cardinals,"$35,158,644","$8,789,661","$35,158,644","$8,789,661",100.0%
Chase Young,EDGE,Washington,"$34,563,598","$8,640,900","$34,563,598","$8,640,900",100.0%
Tavon Young,CB,Ravens,"$25,800,000","$8,600,000","$13,000,000","$4,333,333",50.4%
Mike Pouncey,C,Chargers,"$8,500,000","$8,500,000","$4,000,000","$4,000,000",47.1%
A'Shawn Robinson,DT,Rams,"$17,000,000","$8,500,000","$6,000,000","$3,000,000",35.3%
Steven Nelson,CB,Steelers,"$25,500,000","$8,500,000","$7,500,000","$2,500,000",29.4%
Linval Joseph,IDL,Chargers,"$17,000,000","$8,500,000","$8,000,000","$4,000,000",47.1%
Corey Linsley,C,Packers,"$25,500,000","$8,500,000","$8,000,000","$2,666,667",31.4%
Chris Harris Jr.,CB,Chargers,"$17,000,000","$8,500,000","$9,500,000","$4,750,000",55.9%
Zach Ertz,TE,Eagles,"$42,500,000","$8,500,000","$13,318,527","$2,663,705",31.3%
Jordan Hicks,LB,Cardinals,"$34,000,000","$8,500,000","$17,000,000","$4,250,000",50.0%
Kenyan Drake,RB,Cardinals,"$8,483,000","$8,483,000","$8,483,000","$8,483,000",100.0%
Henry Anderson,IDL,Jets,"$25,200,000","$8,400,000","$17,000,000","$5,666,667",67.5%
Nick Bosa,EDGE,49ers,"$33,551,866","$8,387,967","$33,551,866","$8,387,967",100.0%
Jeff Okudah,CB,Lions,"$33,528,524","$8,382,132","$33,528,524","$8,382,131",100.0%
Carl Nassib,EDGE,Raiders,"$25,000,000","$8,333,333","$13,250,000","$4,416,667",53.0%
Kenny Moore,CB,Colts,"$33,300,000","$8,325,000","$9,000,000","$2,250,000",27.0%
Baker Mayfield,QB,Browns,"$32,682,980","$8,170,745","$32,682,980","$8,170,745",100.0%
Jason Kelce,C,Eagles,"$24,500,000","$8,166,667","$10,500,000","$3,500,000",42.9%
Quinnen Williams,IDL,Jets,"$32,529,372","$8,132,343","$32,529,372","$8,132,343",100.0%
Rob Havenstein,RT,Rams,"$32,500,000","$8,125,000","$9,976,365","$2,494,091",30.7%
Andrew Thomas,LT,Giants,"$32,345,588","$8,086,397","$32,345,588","$8,086,397",100.0%
Michael Brockers,IDL,Rams,"$24,000,000","$8,000,000","$7,500,000","$2,500,000",31.3%
Ndamukong Suh,IDL,Buccaneers,"$8,000,000","$8,000,000","$8,000,000","$8,000,000",100.0%
Jimmy Graham,TE,Bears,"$16,000,000","$8,000,000","$9,000,000","$4,500,000",56.3%
Emmanuel Sanders,WR,Saints,"$16,000,000","$8,000,000","$10,000,000","$5,000,000",62.5%
Marvin Jones,WR,Lions,"$40,000,000","$8,000,000","$13,000,000","$2,600,000",32.5%
Melvin Gordon,RB,Broncos,"$16,000,000","$8,000,000","$13,500,000","$6,750,000",84.4%
Morgan Moses,RT,Washington,"$40,000,000","$8,000,000","$14,047,000","$2,809,400",35.1%
Bobby Massie,RT,Bears,"$32,000,000","$8,000,000","$15,800,000","$3,950,000",49.4%
Malcolm Jenkins,S,Saints,"$32,000,000","$8,000,000","$16,250,000","$4,062,500",50.8%
Kenny Stills,WR,Texans,"$32,000,000","$8,000,000","$16,950,000","$4,237,500",53.0%
Nick Foles,QB,Bears,"$24,000,000","$8,000,000","$17,000,000","$5,666,667",70.8%
Brandon Williams,DT,Ravens,"$15,750,000","$7,875,000","$8,250,000","$4,125,000",52.4%
Janoris Jenkins,CB,Saints,"$15,750,000","$7,875,000","$10,200,000","$5,100,000",64.8%
